name;Crowd_limit;Nazev_okruhu;Time_duration;Tours_content
Landštejn;max. 10 osob;Hrad a kaple;délka 90 minut;Samostatná prohlídka hradu (cca 60 min.) s komentovanou prohlídkou románské kaple (30 minut). Čas pro prohlídku kaple je přesně dán, samostatná prohlídka areálu hradu není časována. Vstupenky na tento okruh je lepší rezervovat či koupit online, kapacita je omezena na 10 osob, omezeny jsou i termíny konání prohlídek, kvůli udržení stabilního klimatu v interiéru románské kaple. E-VSTUPENKU MUSÍTE MÍT BUĎ VYTIŠTĚNOU NEBO STAŽENOU V MOBILNÍM TELEFONU. NA HRADĚ NENÍ MOBILNÍ SIGNÁL, NESPOLÉHEJTE SE NA DATA.
Lipnice;max. 50 osob;Hrad a hradní muzeum (základní okruh);délka 60 minut;Volná prohlídka monumentální hradní gotickou architekturou s rozhlednou, sklepením, kaplí, studnou a hradním muzeem. Lipnice - hrad na kterém provázel Jaroslav Hašek.
Přimda;max. 40 osob;Hrad (základní okruh);délka 60 minut;Prohlídka spodního i horního nádvoří s obytnou věží donjon a přístavkem s prevétem ze 12. století.
Nové Hrady;max. 30 osob;Hrad (základní okruh I.);délka 50 minut;Expozice připomíná historii rodu Buquoyů od příchodu zakladatele rodové větve v Čechách Karla Bonaventury Buquoye až po výstavbu nového zámku na předměstí Nových Hradů a založení přírodně krajinářského parku v Tereziině údolí. Většina místností byla rekonstruována na základě kvašů se zobrazením interiérů nového zámku z poloviny 19. století.
Kunštát;max. 10 osob;Hrad (výběrový okruh);délka 50 minut;Výběrový prohlídkový okruh „Hrad“ návštěvníky seznámí s nejstarším stavebním a majetkoprávním vývojem kunštátského zámku, mimo jiné i s akcentem na prezentaci metod a výsledků prohloubeného stavebněhistorického průzkumu, a to formou jednotlivých zastavení: „Zastavení první“ – hradní nádvoří, „Zastavení druhé“ – branská věž, „Zastavení třetí“ – hradní palác, „Zastavení čtvrté“ – rytířská síň
Švihov;max. 30 osob;HRAD – Život na šlechtickém sídle (základní okruh);délka 50 minut;Objevte všechny reprezentativní prostory středověkého hradu z přelomu 15. a 16. století. Interiéry budete obdivovat například v Červené baště, v ložnici hradní dámy nebo v krásném tanečním sále. Průvodce nevynechá ani hradní kapli či zbrojnici. Seznámíte se s historií hradu i s jeho majiteli, především s nejvýznamnějším z nich, stavitelem Půtou Švihovským z Rýzmberka. Dozvíte se, jak se z hradu stala sýpka nebo proč tu máme strop ze zámku Dobrovice. Odhalte spolu s námi zajímavosti a tajemství, která hrad Švihov nabízí!
Landštejn;neomezeně;Hrad;délka 60 minut;Samostatná prohlídka hradu bez návštěvy románské kaple. V areálu jsou umístěny panely a popisky s texty o historii a stavbě hradu. Poslední vstup je umožněn 30 minut před zavřením areálu.
Jaroměřice nad Rokytnou;max. 10 osob;Hračky z půdy;délka 20 minut;Výstava starožitných hraček je přístupná s průvodcem, bez výkladu. Můžete na ní vidět starožitné panenky, jejich cestovní kufříky a veškeré vybavení na cesty, plyšové medvědy, kočárky, pokojíčky, kuchyňky, parní stroje, stavebnice, vláčky a další. Celkem si prohlédnete přes 200 exponátů.
Jaroměřice nad Rokytnou;max. 40 osob;Hraběcí apartmán (základní okruh);délka 45 minut;Prohlídka zahrnuje Sál předků, tři hudební salonky, modrý salon s obrazárnou, pracovnu hraběnky, zlatý přijímací salón, jídelnu, pracovnu hraběte, taneční sál, čínský kabinet, ložnici hraběte a v přízemí sala terrenu s přilehlými římskými lázněmi. Místnosti jsou zařízeny ve stylu barokního šlechtického sídla.
Jánský Vrch;max. 15 osob;Hostinské pokoje a sezónní výstava;délka 30 minut;Okruh nabízí k prohlídce hostinské pokoje. Byt o několika pokojích zde za svého působení na zámku obýval také Karel Ditters z Dittersdorfu se svou rodinou. Pokoje jsou doplněny krátkodobou výstavou. Okruh je zpřístupněn pouze v měsících červenec a srpen.
Jaroměřice nad Rokytnou;max. 25 osob;Hostinské pokoje a kuchyně;délka 25 minut;V místnostech bývalého přijímacího salonu, jídelny, dětského, pánského a dámského pokoje můžete nahlédnout do stylu života posledních majitelů jaroměřického panství v období od konce 19. století do poloviny 20. století.
Hluboká nad Vltavou;max. 10 osob;Hostinské pokoje;délka 70 minut;Prohlídková trasa Hostinské pokoje Vás zavede do tří apartmánů a několika pokojů II. patra zámku, kterých se od poloviny 19. století využívalo pro ubytování příbuzných, přátel a vážených hostů knížecí rodiny Schwarzenbergů. Součástí prohlídkové trasy je i tzv. Stříbrnice, která představí unikátní kolekce schwarzenberského stříbra.
Hrádek u Nechanic;max. 10 osob;Hostinské pokoje;délka 40 minut;Prohlídka bývalých pokojů pro hosty v prvním patře západního křídla zámku. Okruh se znovu otevře v červnu 2025.
Hradec nad Moravicí;max. 34 osob;Hostinské apartmá (základní okruh II.);délka 60 minut;Nejdříve vstoupíte do tzv. velkého hostinského apartmá, které bylo k dispozici vzácným hostům či manželským párům. Jedním z nejvýznamnějších byl německý císař Vilém I., který přijel do Hradce v roce 1871 jako kmotr malého Karla Maxe Lichnovského.
Jánský Vrch;max. 25 osob;Hospodářské zázemí zámku;délka 30 minut;Okruh představí návštěvníkům hospodářské zázemí zámku, které se na památkových objektech většinou nedochovalo. Patří sem především kuchyně, jídelna pro služebnictvo, byt správce, koupelna, mandlovna, žehlírna aj. Trasa prochází oběma vnitřními nádvořími zámku, kde jsou nejvíce patrny stavební proměny zámku.
hospitál Kuks;max. 50 osob;Hospitál (základní okruh);délka 60 minut;V základním prohlídkovém okruhu se poučíte o historii a stavebním vývoji hospitálu, dozvíte se vše důležité o osobnosti hraběte Františka Antonína Šporka a o původním účelu celého komplexu - hospitální činnosti milosrdných bratří.
Vimperk;max. 15 osob;Horní zámek;délka 45 minut;Renesance na Šumavě
Benešov nad Ploučnicí;max. 25 osob;Horní zámek;délka 40 minut;Komentovaná prohlídka o historii zámku a jeho majitelích, ukázka dobově vybavených interiérů: slavnostní sál, pánský salonek, pánská pracovna, kapucínská jizba, ukázka renesančních a barokních stropů, maleb, epitafů, kamen a krbu.
Hradec nad Moravicí;neomezeně;Hodinová věž;délka 25 minut;Autorem studií a plánů samostatného cihlového pseudogotického z let 1872 – 1874 areálu tzv. Červeného zámku, je architekt Alexis Langer z Vratislavi. Výstavbu inicioval kníže Karel Maria Lichnovský. Ukončena byla v roce 1895. V prostorách areálu byla umístěna konírna pro anglické plnokrevníky, vozovna pro bryčky a kočáry, obytná věž s hostinskými pokoji, kočárovna, kovárna na nádvoří, sklepy, hlavní vstupní brána a hodinová věž. Hodinová věž byla dostavěna v roce 1880. Je 35 metrů vysoká, průměr věže je 6 metrů. Do ochozu nad hodiny vystoupáte po 99 schodech se dvěma odpočívadly. Na věži se otáčí pozlacená korouhvička v podobě kohouta.
Valtice;max. 35 osob;Hlavní reprezentační okruh (základní okruh);délka 55 minut;Průvodce Vás za padesát pět minut provede více než dvaceti reprezentativními místnostmi někdejší rezidence lichtenštejnských knížat, jednoho ze tří nejbohatších rodů v rakousko-uherské monarchii.
Rožmberk;max. 35 osob;Hlavní okruh (základní okruh);délka 45 minut;Prohlídka reprezentačních místností někdejšího muzea rodu Buquoyů prochází celým prvním patrem hradu.
hospitál Kuks;max. 35 osob;Historie výroby léků;délka 30 minut;Expozice Českého farmaceutického muzea zvaná „Z apatyky do fabriky“ v přízemí hospitálu ukazuje výrobu léčivých přípravků od lékárny až po průmyslovou výrobu v továrnách.
hospitál Kuks;max. 35 osob;Historie lékáren;délka 30 minut;Expozice Českého farmaceutického muzea zvaná „Kouzlo apatyky“ představuje vývoj lékáren od baroka do 20. století, a další oblasti farmacie jako výzkum, školství nebo vojenskou farmacii.
Červená Lhota;max. 25 osob;Historické interiéry prvního patra (základní okruh);délka 50 minut;Expozice představuje autentický byt posledních majitelů, knížat Schönburg-Hartenstein, v podobě, jakou měl po roce 1910, kdy byla dokončena nejmladší přestavba zámku. Jednotlivé funkce místností logicky rozdělují patro na část reprezentační, společenskou, soukromou a hostinskou.
Libochovice;max. 35 osob;Herbersteinové – zámecké interiéry z konce 19. století (základní okruh);délka 40 minut;Před dvěma lety prošla instalace zámku Libochovice velkou proměnou. Muzeální expozice, ze 70. let minulého století o vývoji bydlení, byla nahrazena prohlídkovým okruhem zaměřeným na poslední majitele zámku, hraběcí rod Herbersteinů.
Ploskovice;max. 25 osob;Grotty;délka 20 minut;Pod zámkem se nachází uměle vytvořené jeskyně z počátku 18. století. V roce 1988 bylo přistoupeno alespoň k částečné rekonstrukci a jeskyně byla znovu zařazena do prohlídkové návštěvnické trasy. Prohlídka se koná každou celou hodinu od 9:00 do 16:00.
Lednice;max. 20 osob;Grotta;délka 20 minut;Umělá barokní krápníková jeskyně ve sklepení zámku, technické zázemí (kotle, ohřev vody, elektrorozvodna).
Kratochvíle;max. 25 osob;Grand prohlídka vily a kostela Narození Panny Marie;délka 75 minut;Prohlídka renesanční vily a kostela Narození Panny Marie. Vstup do zámecké zahrady je v rámci tohoto okruhu zdarma.
Grabštejn;max. 25 osob;Grabštejnské poklady;délka 50 minut;Chcete-li poznat to nejcennější, co Grabštejn ve svých zdech skrývá, navštivte tento okruh. Zavede vás nejen do grabštejnského sklepení, ale i do jedinečné renesanční kaple svaté Barbory.
Jindřichův Hradec;max. 25 osob;Gotický palác (základní okruh);délka 70 minut;Prohlídková trasa procházející Gotickým palácem je nově instalována, obohacena o množství zajímavých exponátů, archeologických nálezů a opatřena novým osvětlením. Atraktivním způsobem připomíná životní styl nejvyšších purkrabí, sudí a hejtmanů Českého království, pánů z Hradce. Zvláštní význam má někdejší Rytířský sál s unikátně dochovanými středověkými malbami představujícími Legendu sv. Jiří, a dále vysoce cenná umělecká díla desková malba Jindřichohradecká Madona a pieta z Lodhéřova, vystavená v klenotnici. Závěr prohlídky tvoří návštěva pozdně gotické Černé kuchyně.
Velhartice;max. 40 osob;Gotický hrad;délka 50 minut;Historie a stavební vývoj hradu ve 13. - 16. století. Trasa zahrnuje hradní cisternu, sklepy, bývalé interiéry Rajského paláce, vyhlídku z velkého kamenného mostu a obrannou věž Putnu. Poslední prohlídka okruhu je možná hodinu před koncem otevírací doby areálu.
Křivoklát;max. 40 osob;Gotické paláce (nejstarší jádro hradu);délka 60 minut;Nejstarší jádro hradu – gotika (2 paláce). Během této prohlídky návštěvníci uvidí II. nádvoří, Stříbrnici s expozicí o Manském domě, vězení, hladomornu, kapli, Rytířský sál s expozicí Bible Václava IV., Královský sál a hradní konírnu.
Důl Michal v Ostravě;max. 50 osob;Galerie;délka 60 minut;Umělecké a tematické výstavy pořádáné v Cechovně přilehlých prostorách apod.
Frýdlant;max. 30 osob;Frýdlantský zámek;délka 60 minut;Prohlídková trasa provede návštěvníka bohatě zařízeným zámkem a historií posledních majitelů Clam-Gallasů. Začíná v přízemí v zámecké kuchyni a vede přes reprezentativní a soukromé pokoje pánského a dámského patra. Zahrnuje zhruba 20 plně vybavených interiérů. Mezi ty nejhezčí patří Velká jídelna a Erbovní sál, Květinový salon s dlouhou enfiládou a naprosto ojedinělá zámecká koupelna.
Frýdlant;max. 40 osob;Frýdlantský hrad;délka 60 minut;Prohlídková trasa provede návštěvníka Horním hradem, který je nejstarší částí frýdlantského areálu. Poslední majitelé ho pro veřejnost otevřeli už v roce 1801. Dvacet místností seznámí návštěvníky se všemi rody, které Frýdlant v průběhu sedmi staletí vlastnily. Celé trase dominuje velký rytířský sál s rodovou galerií, zbrojnice, hodovní síň nebo velká sbírka zaměstnaneckých uniforem. Evropským unikátem je také kompletně zachovalá uniforma maršála Radetzkého. Plně vybavená trasa vede přes dvě hradní patra.
Lemberk;max. 40 osob;Expozice historických stylů;délka 0 minut;Expozice historických stylů je zaměřena na vývoj zámeckých i měšťanských interiérů od 18. do 20. století. K vidění je jedenáct stylizovaných interiérů z období klasicismu, empíru, biedermeieru, historizujících slohů, secese a kubismu.
Kunětická hora;max. 15 osob;Dušan Jurkovič, básník dřeva (výběrový okruh);délka 45 minut;Expozice zaměřená na historii stavebního vývoje Kunětické hory, především pak na záchranu středověkého hradu a rozsáhlou rekonstrukci provedenou v 1. polovině dvacátého století podle návrhů známého architekta Dušana Jurkoviče. Prohlídka zahrnuje rovněž návštěvu nedávno obnovených Jurkovičových interiérů šesté brány včetně tzv. Zeleného a Červeného salonku. Pokud si chcete užít unikátní výhledy, pak doporučujeme právě tento okruh s jedinečnou panoramatickou vyhlídkou. Ve sklepení pod vestavbou se lze příležitostně projít kolem odkrytých pozůstatků mohutné válcové věže ze 14. století.
Benešov nad Ploučnicí;max. 25 osob;Dolní zámek (základní okruh);délka 55 minut;Komentovaná prohlídka o historii zámku a jeho majitelích, ukázka dobového bydlení šlechty, vybavené interiéry – jídelny, černá kuchyně, kvelby, ložnice, taneční sál, přijímací kancelář, zámecká a lovecká zbrojnice.
Ratibořice;max. 25 osob;Doba vévodkyně Zaháňské (základní okruh);délka 30 minut;V prvním poschodí se nacházejí salóny z období klasicismu, empíru a biedermeieru. Společenské a soukromé prostory svým vybavením připomínají dobu největší slávy Ratibořic, kdy zde sídlila Kateřina Vilemína vévodkyně Zaháňská, princezna Kuronská a hostila zde významné osobnosti z řad politiků a umělců. Jsou zde zastoupeny kvalitní malířské práce od 16. do 19. století a uplatňuje se kolekce evropského porcelánu a skla.
Mnichovo Hradiště;max. 25 osob;Divadlo a Svatá aliance;délka 45 minut;Okruh věnovaný schůzce Svaté Aliance na zámku Mnichovo Hradiště. K diplomatickým jednáním se sešli Rakouský císař František I, ruský car Mikuláš a pruský korunní princ Bedřich Vilém. V empírovém salonku je ceněná sbírka antických nádob od Františka Kollera. K vidění je také divadlo a divadelní šatna. Prohlídky jsou vypisovány dle zájmu návštěvníků a provozních možností zámku. Rezervace prohlídek je povinná pro skupiny od 15 osob. V květnu a září je možné rezervovat prohlídky od středy do neděle, v červnu, červenci a srpnu od úterý do neděle.
Valtice;max. 25 osob;Dianin chrám Rendez-vous (základní okruh);délka 30 minut;Pro známého vojevůdce napoleonských dob Jana I. Josefa z Liechtensteina postavil Rendez-vous (zvaný též Dianin chrám) Josef Kornhäusel. Stavba podle plánů věhlasného architekta Josefa Hardtmutha se tyčí v Bořím lese nalevo od silnice spojující Valtice a Poštornou.
Buchlov;max. 35 osob;Dětský okruh (výběrový II.);délka 60 minut;Okruh s českým výkladem upraveným pro děti. Jen s průvodcem. Prohlídka je vhodná pro děti od 6 do 10 let (předškoláci, první až čtvrtá třída). Děti pouze s doprovodem dospělé osoby, skupiny s pedagogickým dozorem.
Lednice;max. 20 osob;Dětské pokoje a Muzeum loutek;délka 45 minut;Dětské pokoje princů a princezen a Muzeum loutek Milana Knížáka ve druhém patře zámku.
Bouzov;max. 20 osob;Dětská trasa s Ohnivcem;délka 50 minut;Dětská prohlídka s pohádkovou postavou Ohnivce pro předškolní děti. Časy prohlídek jsou pevně stanoveny na: 11.30, 13.30 a 15.00 hodin.
Třeboň;max. 25 osob;dětská prohlídka Na návštěvě u paní kněžny;délka 35 minut;Prohlídka pro malé děti (od 4 do 9 let) v doprovodu průvodkyně v kostýmu kněžny, která si s dětmi poutavou formou vypráví o historii zámku, zajímavých předmětech a výzdobě vybraných schwarzenberských místností.
Grabštejn;max. 20 osob;Dětská prohlídka Hraběcí poklad;délka 30 minut;Pan hrabě při hledání vhodného dárku pro samotného císaře ztratil klíč od své truhlice s penězi. Pomozte mu ho najít! Jistě se štědře odmění!
Frýdlant;max. 30 osob;Dětská prohlídka;délka 25 minut;Prohlídková trasa zaměřená na nejmenší návštěvníky. Jednoduchou formou seznamuje děti s chodem zámku, vysvětluje, na co byl rodině erb, kdo na zámku sloužil a bydlel a představí prostory Kastelánského křídla. Děti se potkají s nevšedním domácím mazlíčkem dcer posledních majitelů, projdou se po slavnostním schodišti a navštíví soukromé části, které obývala poslední majitelka panství. Prohlídku zakončí v dětském pokoji, kde si prohlédnou hračky zámeckých dětí.
Jindřichův Hradec;max. 15 osob;Dětská prohlídka;délka 40 minut;Prohlídková trasa určená rodičům s dětmi prochází částí III. okruhu. Hlavním hrdinou příběhu je malý hrabě Karel Evžen Černín. Protože si od svých devíti let si psal deníky, můžeme návštěvníkům vyprávět o každodenních zábavách, zálibách, ale také starostech a povinnostech malého šlechtice. Prohlídka vede také do více než pět set let staré a dodnes funkční Černé kuchyně, v níž se účastníci dozvědí mnoho zajímavých informací o vaření, stolování i zámeckých kuchařích a kuchtících doby renesanční.
Kunětická hora;max. 30 osob;Děti na Kunětické hoře (okruh pro MŠ);délka 30 minut;Komentovaná prohlídka části hradního paláce uzpůsobená pro děti do 6 let věku. Okruh je určen pouze pro objednané mateřské školy a o prázdninách pro tábory s malými dětmi.
Jindřichův Hradec;max. 15 osob;Černá věž + Černá kuchyně;délka 60 minut;Černou věž lze navštívit samostatně bez průvodce. Ač se vzhledem k rozsahu jindřichohradeckého hradu a zámku nedá říci, že je věž jeho dominantou, významně přispívá k jeho impozantnímu vzezření. V porovnání s jinými historickými vyhlídkovými věžemi skýtá zdejší Černá věž panoramatický a malebný výhled na celé město a jeho široké okolí. Nově jsme prohlídce Černé věže přiřadili také návštěvu pět set let staré Černé kuchyně.
Veltrusy;max. 20 osob;Cykloprohlídka;délka 105 minut;Romantická zákoutí s drobnými pavilony, rozmanité mosty přes Mlýnský potok, divočina lužního lesa nebo pohledy do místních polí, luk a sadu. To vše objevíte s komentovanou cykloprohlídkou po zámeckém parku.
Plasy;max. 30 osob;Cisterciácký klášter (základní okruh);délka 75 minut;Hlavní prohlídkový okruh zavede návštěvníky do nitra bývalého cisterciáckého kláštera - románské baziliky Nanebevzetí Panny Marie a bývalé obytné budovy, konventu, jež reprezentuje Santiniho umění stavět na vodě. Výklad o historickém vývoji kláštera a životě v něm je doprovázen informacemi o technickém řešení základů budovy konventu, o vodním a vzdušném systému.
Karlštejn;max. 45 osob;Císařská rezidence Karla IV. (základní okruh);délka 55 minut;Okruh zahrnuje historické interiéry dvou pater Císařského paláce a spodních podlaží Mariánské věže s cenným vybavením ze 14.–19. století (Dvořenínská síň, Rytířský sál s kaplí sv. Mikuláše, Mariánské nádvoří, renesanční interiéry děkanství, Karlova ložnice s kaplí sv. Václava, Audienční síň, Královský sál předků a Hodovní síň, dále Hradní pokladnice, Klenotnice a bývalé hradní vězení v přízemí Mariánské věže). Na této trase je rovněž vystavena kopie české Svatováclavské koruny. Volně přístupná je Studniční věž s 78 m hlubokou hradní studnou s dochovaným unikátním systémem vytahování vody ze studny. Tento prohlídkový okruh je pouze s průvodcem. Rezervace na tento okruh pro skupiny s více jak 10 osobami vyřizuje rezervační oddělení hradu na tel. +420 311 681 617 nebo e-mailu rezervace.karlstejn@npu.cz. Rezervace pro jednotlivce se nevyřizují.
Pernštejn;max. 1 osob;Cesty do krajin ticha – Moravské aristokratické zahrady v časech osvícenství;délka 20 minut;"Po zaplacení vstupného na libovolný okruh je vstup do expozice volný. Bez zmíněného vstupného nelze expozici navštívit. Expozice ""Cesty do krajin ticha"" podává historii pernštejnské zahrady v kontextu zasvěceně vylíčeného fenoménu anglo-čínských zahrad v Evropě. Roku 1802 byla na svazích pod hradem Pernštejnem rytířem Ignácem Schröfflem z Mannsberka (1731–1805) založena nová anglo-čínská zahrada, navazující na starší barokní formální zahradu rytíře Františka Pavla ze Stockhammeru (+1721). Svah byl přebudován do teras, na nichž se nacházela vyhlídková místa s lavičkami a drobnými architekturami včetně dominantního obelisku. Nedlouho po svém vzniku se pernštejnská zahrada stala jedním z nejoblíbenějších cílů romanticky smýšlejících návštěvníků."
Důl Michal v Ostravě;max. 25 osob;Cesta havíře do práce a zázemí (základní okruh);délka 90 minut;Cesta havíře do práce a zázemí zahrnuje místa, kterými havíř musel projít, kde obdržel potřebné vybavení a výstroj. Prochází se známkovnou, řetízkovou šatnou, administrativní budovou přes lampovnu spojovacím mostem do těžní budovy, kde havíři nastupovali do těžních klecí. Z těžní budovy pokračuje prohlídka strojovny s původními elektrickými stroji z let 1912–1915. Po prohlídce pokračujeme do kotelny k parnímu stroji z roku 1893.
Slatiňany;max. 20 osob;Celým zámkem;délka 60 minut;Na velkém okruhu Vás čekají příběhy ze života knížecího rodu Auerspergů, navštívíte pokoje společenské, soukromé i reprezentační, dětské pokoje princezny Charlotty a prince Vincenta spolu s jejich učebnou, poté sestoupíte do suterénu, kde se unikátně dochovaly prostory zámecké kuchyně, umývárny nádobí a kotelny.
Šternberk;max. 35 osob;Celým hradem (výběrový okruh);délka 110 minut;Prohlídka celého hradu. V prvním patře se nachází gotické a renesanční interiéry, naopak druhé patro představuje historické slohy od baroka a secesi.
Nové Hrady;max. 20 osob;Celým hradem (výběrový okruh IV.);délka 90 minut;Kombinace prohlídkových okruhů I. Hrad, II. Za časů pana správce a III. Příkop za zvýhodněné vstupné.
Křivoklát;max. 30 osob;Celým hradem (gotické + hradní paláce včetně hradeb a věže);délka 100 minut;Prohlídka II. hradního nádvoří, Stříbrnice, Augustova vězení, dalších částí vězení a hladomorny, kaple, Rytířského sálu s expozicí Bible Václava IV., Královského sálu, knihovny, obrazárny, místnosti věnované Filipíně Welserové, hradního fürstenberského muzea, hradeb a Velké válcové věže. Prohlídka obsahuje i okruhy Gotické + Hradní paláce.
Trosky;neomezeně;Celým hradem - bez průvodce;délka 40 minut;"Prohlídka hradu je individuální - bez průvodce. Hrad není rozdělen do prohlídkových okruhů. Po zaplacení vstupného má návštěvník přístup do celého hradu. O víkendu 19.-20.7.2025 proběhne na hradě akce ""Pod praporem Bergowa"", proto bude na tento víkend zvýšeno vstupné. Předprodej vstupenek na akci bude spuštěn v květnu. Děkujeme za pochopení."
Házmburk;max. 50 osob;Celým hradem - bez průvodce;délka 40 minut;Hrad Házmburk nabízí prohlídkový okruh bez průvodce, při kterém se podíváte do venkovních prostor hradu.
Selský dvůr U Matoušů v Plzni-Bolevci;neomezeně;Celý areál bez průvodce;délka 45 minut;V areálu si můžete prohlédnout volně přístupné expozice v sýpce, stodole, tematické výstavy v bývalých stájích i celé obytné stavení.
Valtice;max. 100 osob;Bylinková zahrada Lu & Tiree Chmelar;délka 60 minut;Voňavá bylinková zahrada ležící v těsné blízkosti valtického zámku na místě bývalého zámeckého zahradnictví nabízí nejen prohlídku mnoha druhů rostlin, ale také prostor pro báječnou relaxaci.
Buchlov;max. 20 osob;Buchlovská spirála (mimořádný I.);délka 90 minut;"Mimořádný okruh zaměřený na postupný stavební vývoj hradu s těžištěm ve středověku. Limitovaný počet osob (do naplnění kapacity prodeje). Určen pro zájemce poznání středověké architektury a dějin historických staveb. V ceně je publikace ""Buchlovská spirála – stavební vývoj hradu Buchlova v obrazech"". Průvodcem je odborný garant NPÚ. Okruh je vhodný pro děti od 12 let."
Buchlov;max. 35 osob;Buchlov v proměnách času (výběrový I.);délka 70 minut;Exkluzivní okruh celým hradem. Jen s průvodcem. Celá expozice včetně výstupu na vyhlídkovou věž. Počet schodů: 344 schodů + 2x točité schodiště.
Hradec nad Moravicí;max. 19 osob;Bílá věž;délka 30 minut;Dominantou hradního ostrohu v Hradci nad Moravicí je novogotická stavba zvaná Bílá věž, postavená podle vzoru středověkých obranných obytných věží. Nechal jej zhotovit kníže Karel Maria Lichnovský v letech 1884 - 1891 podle návrhu Ernsta Händla. Je svědectvím rozsáhlých plánů na přestavbu a modernizaci zámku Hradec nad Moravicí, které zahrnovaly stavbu druhé, podobné věže a jejich propojení s rezidencí impozantními oranžeriemi. Horní patra zůstala nedokončena. Úplně nahoře je velká vodní nádrž o objemu asi 25 metrů krychlových, napojená na soustavu potrubí nad Kajlovcem. Prohlídková trasa zahrnuje sklepení Bílé věže, kde je uspořádána výstava tajemných mytologických bytostí (atrakce nejen pro děti). V přízemí jsou prezentovány fotografie Eduarda Lichnovského a výstava „O věži ve věži“.
Zákupy;neomezeně;Barokní konírna;délka 60 minut;Samostatná prohlídka bez průvodce zahrnuje velkou barokní konírnu, malou barokní konírnu (v 19. století upravenou na kočárovnu) a tři přilehlé prostory vyzdobené dobovými obrazy koní.
Ratibořice;max. 50 osob;Babiččino údolí s průvodcem;délka 180 minut;Organizováno pro skupiny min. 15 osob. Zahrnuje prohlídku zámku, zámeckého parku, Rudrova mlýna, vodního mandlu a Starého bělidla, včetně výkladu o zajímavostech na trase prohlídky.
Ratibořice;max. 40 osob;Babiččino údolí pro školy;délka 180 minut;Prohlídkový okruh Babiččiným údolím, určený pro organizované skupiny ze základních a středních škol v doprovodu pedagogů, který zahrnuje prohlídku zámku, Rudrova mlýna, vodního mandlu a Starého bělidla s doplňujícím výkladem o zajímavostech na trase prohlídky.
Veltrusy;max. 15 osob;Aristokracie: začátek konce;délka 45 minut;Doby světlé i doby temné. Arnoštův salon, malá jídelna, pracovna hraběte z doby protektorátu, ale i kancelář Národní kulturní komise… to vše patří nejen k historii zámku, ale i k naší historii obecně. Pohled do života a osudů posledních dvou generací majitelů veltruského zámku. PROHLÍDKA S AUDIO APLIKACÍ PRO CHYTRÉ TELEFONY, nebo TIŠTĚNÝM TEXTEM Procházet si samostatně místnostmi, kde pobývali poslední majitelé zámku, umožňuje aplikace do mobilu… a nebo tištěný text. Můžete si zvolit tempo prohlídky a zaměřit se na předměty, o kterých se chcete dozvědět víc. Průvodcem vám bude hlas hraběte a generála ve výslužbě Arnošta Chotka (Václav Legner).
Veveří;neomezeně;Areál hradu Veveří;délka 40 minut;Samostatná prohlídka celého areálu hradu Veveří.
Buchlov;neomezeně;Areál hradu s vyhlídkou (individuální I.);délka 0 minut;Prohlídka I. a II. hradního nádvoří, prodejna suvenýrů a výstavní galerie. Tematické výstavy, restaurace a vinárna, WC zdarma. Ve stanovený čas dle informačního panelu na vstupenkové pokladně je v ceně vstupu do areálu možnost výstupu na vyhlídkovou věž (pouze s průvodcem, počet schodů 300, kapacita 45 osob).
Sychrov;neomezeně;Areál;délka 50 minut;Vstupné do nádvoří zámku s rozlehlým parkem pro klidné vycházky. Vstupné zahrnuje i sklepení pod jižním a východním křídlem zámku.
Český Krumlov;max. 20 osob;Apartmány z 1. a 2. poloviny 19. století (základní okruh II.);délka 55 minut;Druhá prohlídková trasa seznamuje návštěvníky s historií rodu Schwarzenbergů. Začíná návštěvou schwarzenberské portrétní galerie s obrazy nejvýznamnějších příslušníků rodu od 15. do počátku 20. století, prochází přes původní historické interiéry z 1. a 2. poloviny 19. století a končí prohlídkou unikátních spojovacích chodeb plášťového mostu.
Sychrov;max. 8 osob;Apartmány Arthura a Gabriely;délka 50 minut;Prohlídka interiérů druhého patra východního křídla zámku.
Náměšť nad Oslavou;max. 15 osob;Apartmán hraběte Haugwitze (základní okruh);délka 55 minut;Tento prohlídkový okruh představuje soukromý život majitele panství na počátku 20. století. Součástí prohlídky této části zámku je vnitřní renesanční nádvoří, 8 místností bytu hraběte (vstupní místnost, jídelna, hudební salón, ložnice, pracovna, klubový salón, kulečníkový salón a koupelna), celá prohlídka je zakončena v zámecké knihovně s čítárnou - v nejkrásnějším zámeckém sále.
Veveří;max. 20 osob;Apartmá prince Vasy;délka 40 minut;Navštívíte obnovené a nedávno instalované interiéry prvního patra hradního paláce. Zavítáte do období 1. poloviny 19. století, kdy Veveří zakoupil a se svojí rodinou pravidelně obýval švédský královský princ Gustav z Vasy, jehož otec byl během napoleonských válek zbaven moci a sesazen z trůnu.
Jindřichův Hradec;max. 30 osob;Adamovo stavení (základní okruh);délka 60 minut;Prohlídková trasa A (základní okruh) prochází prvním patrem renesanční budovy Adamova stavení. Přibližuje reprezentivní životní styl nejvyšších zemských úředníků pánů z Hradce, ale i dobu, ve které z velkolepě vystavěné rezidence spravovali své rozlehlé panství Slavatové a Černínové. Prohlídka je zakončena v hudebním pavilonu Rondelu.
